count,n,ngram,label_1,label_2,label_3
118,3,after using,,,
118,3,reduced the,,,
118,3,t2-w,,,
118,1,repolarization,,,
118,1,denuded,,,
98,7,at the region of,,,
120,5,the right psoas,,,
118,3,father and,,,
120,5,the vein of,,,
120,5,right and the,,,
118,3,"ct, axial",,,
118,3,recorded on,,,
118,3,left bronchial,,,
120,5,and response to,,,
120,5,enhanced mri showing,,,
98,7,the follow-up period,,,
120,5,mass with irregular,,,
120,5,rhythm with a,,,
118,3,expanded by,,,
120,5,6 o'clock,,,
118,3,central macular,,,
118,3,central cystic,,,
120,5,of fdg in,,,
120,5,mass.  the mass,,,
118,3,with venous,,,
120,5,endoscopic image of,,,
118,3,expression by,,,
118,3,renal pathological,,,
118,3,"cells, lymphocytes",,,
118,3,extending down,,,
118,3,extensor digitorum,,,
118,3,using hematoxylin,,,
98,7,and patency of the,,,
118,3,a hypoplastic,,,
120,5,in terms of,,,
98,7,view of the chest,,,
57,9,at 3-month follow-up,,,
98,7,with loss of the,,,
118,3,revealed normal,,,
118,3,connecting to,,,
118,3,space on,,,
118,3,14. 5,,,
120,5,"cm, and the",,,
120,5,muscle and the,,,
118,3,acetabulum and,,,
121,5,covid-19 infection,,,
118,3,size on,,,
118,3,during this,,,
118,3,specimen taken,,,
118,3,dysmorphic features,,,
118,3,revealing left,,,
118,3,dysplasia of,,,
118,3,s mri,,,
118,3,confirms a,,,
118,1,lamellated,,,
98,7,a high-intensity area,,,
118,3,six days,,,
118,3,s hand,,,
118,3,x 26,,,
118,3,acquired with,,,
121,5,so that the,,,
118,3,slices from,,,
118,3,sample with,,,
118,3,dual color,,,
118,3,dna of,,,
118,3,domain and,,,
121,5,internal carotid angiography,,,
118,3,domain-optical,,,
122,3,abdomen was,,,
121,5,in bone window,,,
118,1,lacked,,,
118,1,125i,,,
118,3,scan done,,,
121,5,0. 6 cm,,,
121,5,and the lesion,,,
121,5,and ill-defined,,,
121,5,7 weeks after,,,
118,1,convalescent,,,
118,3,"middle), and",,,
121,5,"original magnification, x200",,,
118,3,"contrast, and",,,
121,5,ct scan without,,,
122,5,of head and,,,
118,3,of chrysomya,,,
122,5,on the affected,,,
122,5,of the plantar,,,
122,5,sagittal views of,,,
118,3,colonoscopy revealed,,,
118,3,cross sectional,,,
118,3,encircling the,,,
122,5,the central retinal,,,
122,5,neutrophils in the,,,
118,3,stellate cells,,,
118,3,similar lesions,,,
98,7,55-year-old female,,,
118,3,large filling,,,
118,3,admission.  (c,,,
98,7,lee's venogram balloon,,,
122,5,showing reduction of,,,
118,3,diffuse interstitial,,,
122,5,scan and mri,,,
122,5,ramus of the,,,
122,5,the liver showing,,,
118,1,stripping,,,
118,3,clinical situation,,,
118,3,after (.  the,,,
118,3,staining reveals,,,
122,5,was replaced by,,,
122,5,the lower third,,,
98,7,facial and intraoral photographs,,,
122,5,mr images obtained,,,
118,3,"e, magnification",,,
118,3,vessels (black,,,
118,3,spleen in,,,
122,5,on the mri,,,
98,7,findings of the renal,,,
118,3,maxillary canine,,,
118,3,19 patients,,,
118,1,rolled,,,
122,5,with contrast showed,,,
118,3,echocardiography (tte,,,
118,3,sinus on,,,
98,7,the proband of family,,,
118,1,effector,,,
118,3,of conservative,,,
118,3,abnormal blood,,,
122,5,t1 post contrast,,,
98,7,view of the pelvis,,,
118,3,right temporo,,,
98,7,and narrowing of the,,,
118,3,coronal (.  images,,,
118,3,femoral fracture,,,
118,1,ancient,,,
118,3,"3, a",,,
118,3,for human,,,
122,5,stained images of,,,
118,3,a child,,,
118,3,inner wall,,,
122,5,scan imaging of,,,
122,5,of the cavity,,,
98,7,higher magnification of the,,,
122,5,radiograph on admission,,,
122,5,scan through the,,,
122,5,of the capsule,,,
118,3,showing necrotic,,,
118,3,a resolution,,,
118,3,previously identified,,,
118,1,tufts,,,
122,5,post-treatment in,,,
118,1,freely,,,
122,5,with a cystic,,,
98,7,and caudate lobe of,,,
122,5,with a dilated,,,
122,5,positive for alpha,,,
98,7,computed tomography image shows,,,
118,3,lesser trochanter,,,
118,3,of specific,,,
118,3,the attached,,,
118,3,the attachment,,,
122,5,occurred in the,,,
118,3,the axilla,,,
122,5,of the wild,,,
118,3,of stromal,,,
98,3,photographs before,,,
122,5,sections from a,,,
122,5,with solid and,,,
122,5,the germinal center,,,
118,3,protruding through,,,
122,5,severe acute respiratory,,,
118,3,showing retroperitoneal,,,
118,3,a simple,,,
118,3,brain activity,,,
122,5,splenium of corpus,,,
122,5,of the ampulla,,,
118,1,macule,,,
118,3,with inconspicuous,,,
98,7,blue arrow indicates the,,,
118,3,bilateral elbow,,,
122,5,total number of,,,
122,5,with small bowel,,,
98,7,significant reduction of the,,,
118,3,and cone,,,
118,3,index and,,,
118,3,neuron-specific,,,
122,5,the normal position,,,
98,7,hypoechoic mass in the,,,
118,3,the hypointense,,,
118,3,and cranial,,,
118,3,showing calcified,,,
122,5,showing the cystic,,,
98,7,thickening and enhancement of,,,
118,3,left parieto,,,
122,5,rendering of the,,,
118,3,biopsy demonstrates,,,
118,3,from prior,,,
98,7,thickening of the distal,,,
122,5,the external auditory,,,
122,5,that are separated,,,
122,5,of the local,,,
98,7,low-power view of,,,
122,5,posterior longitudinal ligament,,,
98,7,weighted images with fat,,,
122,5,the surgical specimens,,,
118,3,showed progressive,,,
122,5,with antibodies against,,,
118,3,treatment.  (e,,,
122,5,to the pulmonary,,,
118,3,the fatty,,,
118,3,showing healing,,,
98,7,is inserted into the,,,
122,5,the intracranial lesion,,,
122,5,surgical specimen showing,,,
118,3,showing (.  a,,,
118,3,flow after,,,
118,3,showing pericardial,,,
118,3,cutaneous lesion,skin_photograph,,
118,3,the 20,,,
118,3,radiographs in,,,
118,3,findings.  (f,,,
118,3,radiographs showed,,,
118,3,that only,,,
98,7,analysis of the three,,,
118,3,that measured,,,
118,3,no intracranial,,,
118,3,demonstrating periventricular,,,
118,3,ulna and,,,
118,3,of rca,,,
120,3,a timeline,,,
122,5,right upper pulmonary,,,
118,1,alternate,,,
122,5,represented by a,,,
122,5,points to a,,,
118,3,figures and,,,
118,3,carry the,,,
122,5,small bowel loop,,,
118,3,fields and,,,
98,7,the right shoulder showing,,,
122,5,right cerebellopontine angle,,,
118,3,of perfusion,,,
98,7,in a 33-year,,,
118,3,of pazopanib,,,
118,1,fibromuscular,,,
118,1,fibrocellular,,,
118,1,receive,,,
122,5,six weeks after,,,
118,1,unsuccessful,,,
122,5,plasma cells were,,,
118,1,radiopharmaceutical,,,
118,3,interstitial inflammatory,,,
98,7,of pre- and post,,,
122,5,was not seen,,,
118,3,flexor carpi,,,
118,3,intestinal obstruction,,,
118,3,of silicone,,,
98,7,imaging of patient b,,,
118,3,demonstrates marked,,,
117,3,0. 25,,,
57,9,at 6-month follow-up,,,
57,9,weighted fluid-attenuated inversion recovery,,,
122,5,the inner surface,,,
117,3,and swollen,,,
58,9,79-year-old man with,,,
117,3,in pink,,,
58,9,in the left temporal region,,,
117,3,rpe atrophy,,,
122,5,lobe of thyroid,,,
117,3,thrombosed aneurysm,,,
117,3,b) bilateral,,,
117,3,x 1000,,,
117,3,eye 2,,,
117,3,nav1. 5,,,
122,5,a 5-year,,,
117,3,t-tube,,,
98,7,scan shows a large,,,
96,3,slides stained,,,
117,3,were administered,,,
117,1,anteroseptal,,,
117,3,anteroposterior projection,anteroposterior,,
58,9,a) hematoxylin and eosin (h,,,
122,5,ct showed bilateral,,,
122,5,fdg accumulation in,,,
122,5,images show an,,,
117,3,acanthosis and,,,
122,5,from the mid,,,
117,3,c) of,,,
117,3,with gas,,,
117,3,"ct, positron",,,
117,3,native t1,,,
117,1,fibrillar,,,
58,9,the location of the lesion,,,
122,5,from the medial,,,
58,9,on the t2-weighted image,,,
122,5,accumulation of fdg,,,
117,1,tenth,,,
117,3,base pair,,,
117,1,igfir,,,
117,1,dti,,,
117,3,denv-3,,,
117,1,pterional,,,
117,1,corpectomy,,,
117,1,palisade,,,
117,1,skipping,,,
122,5,insertion of a,,,
58,9,the patient's treatment history,,,
122,5,and posterior to,,,
117,3,involving left,,,
117,3,medial thigh,,,
122,5,inferior rectus muscle,,,
117,3,is available,,,
117,3,systolic velocity,,,
58,9,a 1-year-7-months,,,
117,3,sharply demarcated,,,
117,3,to polygonal,,,
117,3,u/ml,,,
117,3,cm well,,,
117,3,cm tumor,,,
117,1,needles,,,
58,9,high-resolution computed tomography of,,,
117,3,j-l,,,
58,9,high-power view of the,,,
122,5,lower abdomen and,,,
117,3,stent retriever,,,
122,5,fundus autofluorescence (faf,,,
117,3,a 31,,,
117,1,decidua,,,
98,7,on the anterior wall,,,
58,9,of the left maxillary sinus,,,
58,9,"right ventricle; lv, left ventricle",,,
117,1,stratification,,,
117,3,and 18,,,
117,3,1 for,,,
117,3,with pelvic,,,
121,5,and abdominal ct,,,
122,5,density mass in,,,
99,7,t1 magnetic resonance imaging,,,
99,7,and cardiac magnetic resonance,,,
117,3,axial sequences,,,
117,3,and relative,,,
117,3,isodense mass,,,
117,3,for cd31,,,
58,9,treatment with braf/mek inhibitors,,,
117,3,after repair,,,
122,5,and left pulmonary,,,
122,5,conservation of the,,,
122,5,and mr images,,,
122,5,90% of the,,,
116,3,we performed,,,
122,5,a dilated left,,,
122,5,in the mesangial,,,
99,7,of the follow-up,,,
116,3,81-year,,,
99,7,ap and lateral radiographs,,,
116,3,left ethmoid,,,
116,3,obtained via,,,
116,3,and pons,,,
116,3,noted that,,,
122,5,man with renal,,,
99,7,the t2-weighted image,,,
116,3,abnormality of,,,
99,7,a) axial t2-weighted,,,
116,3,was highly,,,
116,3,weakness of,,,
116,3,obstructive pulmonary,,,
116,1,tibiotalar,,,
99,7,biopsy from the right,,,
116,3,in chromosome,,,
122,5,diffuse enlargement of,,,
116,3,obstruction in,,,
99,7,a well-defined mass,,,
122,5,images in a,,,
122,5,contrast medium in,,,
122,5,mass with low,,,
116,3,a mature,,,
122,5,flow of contrast,,,
116,3,visualized with,,,
120,5,lines in the,,,
122,5,closely related to,,,
116,3,of acinar,,,
116,3,old pregnant,,,
122,5,lesion consistent with,,,
116,3,nucleotide sequence,,,
122,5,injury of the,,,
122,5,basilar artery and,,,
122,5,hematoxylin-eosin (h,,,
122,5,and right middle,,,
116,3,a metallic,,,
122,5,intensity within the,,,
116,3,left iia,,,
100,7,intraoperative images of the,,,
116,3,was released,,,
122,5,4. 3 cm,,,
116,3,in craniocaudal,,,
116,3,and ring,,,
122,5,into the surrounding,,,
122,5,coronal image showing,,,
100,7,nodes in the right,,,
116,3,a reactive,,,
116,3,observed using,,,
116,3,large irregular,,,
116,3,occupying almost,,,
122,5,inferior pulmonary vein,,,
116,3,left diaphragmatic,,,
122,5,bilaterally in the,,,
100,7,10 days after the,,,
100,7,"observed, overlapping the retinal",,,
100,7,of lung and brain,,,
122,5,in the horizontal,,,
116,3,invasive squamous,,,
116,3,of reported,,,
100,7,is consistent with the,,,
122,5,left panel shows,,,
122,5,finding of a,,,
100,7,the left axillary lymph,,,
116,3,of ruptured,,,
100,7,evident in the right,,,
100,7,images show a large,,,
100,7,was used to facilitate,,,
122,5,like lesions in,,,
116,3,tomography studies,,,
122,5,a hypoechoic mass,,,
122,5,as evidenced by,,,
122,5,at the final,,,
116,3,levator ani,,,
116,3,of swelling,,,
116,3,level before,,,
100,7,used to facilitate visualization,,,
116,3,tomography reconstruction,,,
122,5,in left anterior,,,
116,3,of orbital,,,
100,7,the tumor from the,,,
116,3,upper esophageal,,,
122,5,a significant improvement,,,
100,7,intraoperative image showing the,,,
122,5,gadolinium enhancement of,,,
116,3,airspace disease,,,
116,3,intraparenchymal hemorrhage,,,
116,3,of origin,,,
100,7,cytoplasm (h and e,,,
122,5,and x-ray,,,
93,5,gram stain of,,,
116,3,of plain,,,
100,7,of localized vitreous adhesion,,,
122,5,epithelioid tumor cells,,,
122,5,for cases 1,,,
116,3,of predominantly,,,
122,5,epithelioid cell tumor,,,
116,3,a comminuted,,,
122,5,adhering to the,,,
100,7,gunshot wound to the,,,
116,3,a biphasic,,,
122,5,first part of,,,
122,5,in anterior and,,,
100,7,intraoperative views of a,,,
116,3,in tooth,,,
100,7,with a baseball.  in,,,
122,5,in the fetal,,,
116,3,transverse mr,,,
116,3,tree and,,,
122,5,left eyes respectively,,,
116,1,transposed,,,
116,3,transfer to,,,
116,1,traced,,,
116,3,increased glucose,,,
116,3,increased fluorodeoxyglucose,,,
100,7,of ocular contusion with,,,
116,3,treatment. . abbreviations,,,
122,5,and external iliac,,,
100,7,the bilateral frontal and,,,
122,5,lymph node swelling,,,
116,3,well to,,,
122,5,image obtained at,,,
116,3,tumor invading,,,
100,7,loss in the right,,,
123,5,in magnetic resonance,,,
123,5,the chest x,,,
116,3,and enhancing,,,
116,3,tooth 21,,,
116,3,new-onset,,,
100,7,showed the areas of,,,
123,5,intensity projection images,,,
116,3,tuberculomas who,,,
116,3,top and,,,
116,3,likely to,,,
116,3,inflation of,,,
116,3,a bright,,,
116,3,invasion is,,,
116,3,of multinucleated,,,
116,1,leishman,,,
116,3,of mesangial,,,
116,1,92,,,
116,3,of cd19,,,
116,3,of topical,,,
116,3,lesion appeared,,,
116,3,lesion between,,,
116,3,liver segments,,,
123,5,of the 3,,,
116,3,and limb,,,
100,7,cerebral infarction in the,,,
100,7,of patient 1 before,,,
116,3,a glomerulus,,,
123,5,pelvic x-ray,,,
116,3,of decreased,,,
123,5,optic disc swelling,,,
116,3,adjacent left,,,
116,3,of donor,,,
116,3,joint in,,,
116,3,weighted fast,,,
116,3,knee arthroplasty,,,
100,7,was observed in both,,,
123,5,a-c) slit,,,
123,5,after 10 months,,,
116,3,weighted (upper,,,
124,5,inferior part of,,,
116,3,view).  the,,,
116,3,in many,,,
116,1,acardius,,,
116,3,in myocardial,,,
124,5,findings.  (a) the,,,
124,5,prior to surgery,,,
116,3,l5 and,,,
100,7,after surgical posterior vitreous,,,
116,1,accumulations,,,
100,7,mri findings in a,,,
124,5,the dissection of,,,
100,7,"was observed, overlapping the",,,
116,3,achieved after,,,
116,3,non-calcified,,,
116,3,of endovascular,,,
124,5,immunohistochemical findings in,,,
124,5,needle aspiration in,,,
124,5,flow at the,,,
124,5,presented with shortness,,,
116,3,and inferiorly,,,
125,3,overlying skin,,,
100,7,the distal common bile,,,
124,5,findings before the,,,
58,9,34-year-old woman with,,,
116,3,va: vertebral,,,
124,5,the left macula,,,
124,5,showing diffuse bilateral,,,
124,5,showing reduction in,,,
116,3,nodes on,,,
116,1,toluidine,,,
124,5,out from the,,,
58,9,both legs and right hand,,,
124,5,and disruption of,,,
124,5,from computed tomography,,,
116,3,variations in,,,
116,3,of examination,,,
100,7,the long axis of,,,
116,3,of eyes,,,
116,3,liver at,,,
124,5,4 of the,,,
116,3,its normal,,,
124,5,ostium of the,,,
116,3,of flair,,,
116,3,it to,,,
116,3,to reach,,,
124,5,contrast enhanced axial,,,
124,5,history of chronic,,,
120,3,a) baseline,,,
116,3,of gastrointestinal,,,
116,3,vascular mass,,,
116,3,were transfected,,,
116,3,of granular,,,
116,3,of granulomatous,,,
116,3,d) tumor,,,
116,3,atypical epithelial,,,
116,3,and sharp,,,
124,5,analysis of bone,,,
124,5,yellow arrow).  the,,,
116,3,first surgical,,,
124,5,injury to the,,,
116,3,3 at,,,
116,3,first renal,,,
124,5,the resected right,,,
124,5,imaging demonstrating the,,,
116,3,that most,,,
116,3,that may,,,
124,5,subcutaneous tissue of,,,
92,5,metastases with a,,,
124,5,lobe and a,,,
124,5,of mitral valve,,,
116,1,ragged,,,
116,3,2d and,,,
124,5,chronic total occlusion,,,
124,5,of pseudoaneurysm of,,,
116,3,r-wave,,,
100,7,images of patients a,,,
116,3,by abundant,,,
100,7,left column shows images,,,
124,5,mr images demonstrate,,,
116,3,by optical,,,
116,1,pterygium,,,
116,3,the arch,,,
124,5,dense infiltrate of,,,
116,3,fixed using,,,
116,1,punctured,,,
100,7,change in the right,,,
116,3,c1 to,,,
100,7,irregular mass in the,,,
124,5,histologic examination of,,,
116,3,the addition,,,
116,3,finding was,,,
124,5,visible at the,,,
116,3,mandibular body,,,
124,5,18 fluorodeoxyglucose positron,,,
116,3,cells demonstrate,,,
124,5,left liver lobe,,,
116,3,marrow showing,,,
116,3,relatively small,,,
124,5,the yellow arrows,,,
116,1,remainder,,,
116,3,removed via,,,
100,7,was observed around the,,,
116,3,with various,,,
116,3,symbol indicates,,,
124,5,size of about,,,
116,3,mass adjacent,,,
124,5,patients with covid,,,
116,3,exons of,,,
116,3,reformats of,,,
116,3,t2 hypointense,,,
116,3,test with,,,
124,5,both lungs and,,,
116,1,tertiary,,,
116,3,ray revealing,,,
116,3,field after,,,
116,3,months' follow,,,
116,3,manifestation and,,,
116,1,technologies,,,
116,3,technique and,,,
116,3,cell adenocarcinoma,,,
100,7,b at the age,,,
116,1,recruitment,,,
124,5,propria of the,,,
116,3,fat in,,,
124,5,the ring finger,,,
116,3,t2 with,,,
116,1,footprint,,,
124,5,for epithelial membrane,,,
116,3,represented the,,,
116,3,burkitt's,,,
116,3,the good,,,
116,1,binds,,,
116,3,biopsy (h,,,
124,5,images with fat,,,
116,3,posterior radiograph,,,
100,7,from case 2.  a,,,
124,5,the right dorsal,,,
100,7,center of the lesion,,,
116,3,fusion protein,,,
100,7,mass (white arrow) in,,,
116,3,postoperative mr,,,
124,5,year old woman,,,
116,3,bodies of,,,
116,3,predicted by,,,
124,5,high-signal-intensity,,,
116,3,postcontrast ct,,,
124,5,before the initial,,,
116,3,the hepatobiliary,,,
116,3,be easily,,,
100,7,surgical posterior vitreous detachment,,,
116,3,great toe,,,
100,7,extending from the left,,,
116,3,graft of,,,
116,3,"46,xy",,,
124,5,of the c1,,,
116,3,been completely,,,
116,3,positron-emission,,,
116,3,the interfollicular,,,
116,1,globally,,,
116,3,the infiltrating,,,
116,3,the hyperplastic,,,
116,3,positive on,,,
100,7,"all cases, a thin",,,
124,5,a small left,,,
124,5,of lung biopsy,,,
116,3,border with,,,
116,3,the cervicomedullary,,,
116,3,"breath, lumps",,,
124,5,13 days after,,,
100,7,metabolic activity in the,,,
116,3,bridge and,,,
116,3,progress in,,,
124,5,hypodensity in the,,,
116,3,proliferation is,,,
116,3,for total,,,
116,3,3-0,,,
